TimeStamp	FrameNumber	T10.PosX	T10.PosY	T10.PosZ	SACR.PosX	SACR.PosY	SACR.PosZ	NAVE.PosX	NAVE.PosY	NAVE.PosZ	XYPH.PosX	XYPH.PosY	XYPH.PosZ	STRN.PosX	STRN.PosY	STRN.PosZ	NAVE.PosX	NAVE.PosY	NAVE.PosZ	XYPH.PosX	XYPH.PosY	XYPH.PosZ	STRN.PosX	STRN.PosY	STRN.PosZ	LASIS.PosX	LASIS.PosY	LASIS.PosZ	RASIS.PosX	RASIS.PosY	RASIS.PosZ	LPSIS.PosX	LPSIS.PosY	LPSIS.PosZ	RPSIS.PosX	RPSIS.PosY	RPSIS.PosZ	LGTRO.PosX	LGTRO.PosY	LGTRO.PosZ	FLTHI.PosX	FLTHI.PosY	FLTHI.PosZ	LLEK.PosX	LLEK.PosY	LLEK.PosZ	LATI.PosX	LATI.PosY	LATI.PosZ	LLM.PosX	LLM.PosY	LLM.PosZ	LHEE.PosX	LHEE.PosY	LHEE.PosZ	LTOE.PosX	LTOE.PosY	LTOE.PosZ	LMT5.PosX	LMT5.PosY	LMT5.PosZ	RGTRO.PosX	RGTRO.PosY	RGTRO.PosZ	FRTHI.PosX	FRTHI.PosY	FRTHI.PosZ	RLEK.PosX	RLEK.PosY	RLEK.PosZ	RATI.PosX	RATI.PosY	RATI.PosZ	RLM.PosX	RLM.PosY	RLM.PosZ	RHEE.PosX	RHEE.PosY	RHEE.PosZ	RTOE.PosX	RTOE.PosY	RTOE.PosZ	RMT5.PosX	RMT5.PosY	RMT5.PosZ	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
0.00000	    1   -0.02124    1.20258   -0.06458   -0.00975    0.98738   -0.03657   -0.01759    1.03747   -0.29666   -0.01517    1.22480   -0.27907   -0.02466    1.36741   -0.25176   -0.01759    1.03747   -0.29666   -0.01517    1.22480   -0.27907   -0.02466    1.36741   -0.25176   -0.12745    0.99542   -0.23281    0.10816    1.00135   -0.22685   -0.05148    1.01068   -0.04364    0.02959    1.00666   -0.04581   -0.18692    0.96013   -0.15271   -0.17506    0.69654   -0.20173   -0.14112    0.54499   -0.21407   -0.13348    0.27853   -0.14866   -0.09829    0.10660   -0.12060   -0.04314    0.07677   -0.04909   -0.08134    0.06575   -0.32347   -0.15632    0.03360   -0.24201    0.17027    0.95347   -0.16930    0.18352    0.65389   -0.29971    0.17779    0.55764   -0.33034    0.18571    0.44223   -0.23102    0.14160    0.24647   -0.04312    0.08240    0.28097    0.01996    0.10184    0.06383   -0.16672    0.17774    0.10271   -0.07219   -0.11934    0.00000   -0.30463   76.90422  556.54517   32.85609  169.54141   -4.98461  -66.41589    2.30288    0.00000    3.69287  -29.97418    2.44737   -5.56340   -9.03782    2.89895    5.63600
0.01030	    2   -0.02260    1.20349   -0.06433   -0.01067    0.98852   -0.03593   -0.01867    1.03813   -0.29613   -0.01530    1.22573   -0.27872   -0.02465    1.36835   -0.25161   -0.01867    1.03813   -0.29613   -0.01530    1.22573   -0.27872   -0.02465    1.36835   -0.25161   -0.12852    0.99565   -0.23204    0.10691    1.00257   -0.22609   -0.05244    1.01189   -0.04317    0.02859    1.00772   -0.04517   -0.18786    0.96064   -0.15149   -0.17503    0.69655   -0.19574   -0.14136    0.54478   -0.20436   -0.13294    0.27899   -0.13777   -0.09804    0.10698   -0.10909   -0.04286    0.07666   -0.03835   -0.08126    0.06546   -0.31176   -0.15624    0.03347   -0.23024    0.16951    0.95541   -0.16938    0.18221    0.65809   -0.30546    0.17588    0.56186   -0.33746    0.18377    0.44109   -0.24238    0.13944    0.23817   -0.06262    0.07902    0.26841    0.00216    0.10232    0.06222   -0.19620    0.17685    0.09652   -0.09922   -0.12103    0.00000   -0.28952   55.80024  551.74463   40.82973  159.74008  -18.21619  -66.77625    7.24362    0.00000   -0.12675   27.99230   -0.99013    5.83895   -0.12550    3.99948   -7.17214
0.01967	    3   -0.02389    1.20421   -0.06406   -0.01145    0.98947   -0.03539   -0.01944    1.03842   -0.29566   -0.01541    1.22635   -0.27838   -0.02461    1.36904   -0.25146   -0.01944    1.03842   -0.29566   -0.01541    1.22635   -0.27838   -0.02461    1.36904   -0.25146   -0.12968    0.99569   -0.23140    0.10574    1.00347   -0.22531   -0.05326    1.01286   -0.04271    0.02776    1.00858   -0.04451   -0.18875    0.96105   -0.15017   -0.17519    0.69626   -0.18999   -0.14164    0.54464   -0.19457   -0.13242    0.27954   -0.12669   -0.09774    0.10735   -0.09760   -0.04258    0.07708   -0.02691   -0.08120    0.06507   -0.29997   -0.15609    0.03332   -0.21827    0.16882    0.95706   -0.16949    0.18105    0.66184   -0.31080    0.17397    0.56579   -0.34393    0.18190    0.43975   -0.25297    0.13728    0.22904   -0.08250    0.07591    0.25498   -0.01656    0.10278    0.06083   -0.22647    0.17613    0.08996   -0.12676   -0.10733    0.00000   -0.28872   53.20306  531.31219   20.50476  153.40228  -25.90837  -57.02793    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.02922	    4   -0.02510    1.20474   -0.06376   -0.01202    0.99028   -0.03493   -0.01994    1.03845   -0.29522   -0.01547    1.22665   -0.27803   -0.02454    1.36940   -0.25132   -0.01994    1.03845   -0.29522   -0.01547    1.22665   -0.27803   -0.02454    1.36940   -0.25132   -0.13059    0.99550   -0.23062    0.10475    1.00408   -0.22469   -0.05391    1.01367   -0.04224    0.02707    1.00927   -0.04391   -0.18937    0.96124   -0.14905   -0.17452    0.69646   -0.18360   -0.14188    0.54446   -0.18455   -0.13183    0.28008   -0.11528   -0.09731    0.10777   -0.08605   -0.04226    0.07778   -0.01525   -0.08112    0.06471   -0.28822   -0.15598    0.03318   -0.20632    0.16813    0.95844   -0.16959    0.17987    0.66565   -0.31610    0.17207    0.56934   -0.34966    0.18039    0.43834   -0.26301    0.13543    0.21918   -0.10308    0.07311    0.24087   -0.03610    0.10351    0.05964   -0.25719    0.17568    0.08325   -0.15492   -0.11167    0.00000   -0.28150   41.96219  533.33740   15.97073  150.13669  -15.14440  -59.55691    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.04123	    5   -0.02622    1.20499   -0.06354   -0.01252    0.99090   -0.03445   -0.02026    1.03823   -0.29479   -0.01545    1.22663   -0.27768   -0.02441    1.36949   -0.25124   -0.02026    1.03823   -0.29479   -0.01545    1.22663   -0.27768   -0.02441    1.36949   -0.25124   -0.13147    0.99508   -0.22997    0.10399    1.00439   -0.22434   -0.05450    1.01432   -0.04175    0.02650    1.00970   -0.04338   -0.18975    0.96125   -0.14804   -0.17447    0.69591   -0.17740   -0.14213    0.54422   -0.17444   -0.13125    0.28075   -0.10356   -0.09691    0.10824   -0.07455   -0.04192    0.07854   -0.00358   -0.08104    0.06433   -0.27646   -0.15584    0.03310   -0.19441    0.16742    0.95946   -0.16963    0.17861    0.66881   -0.32076    0.17020    0.57239   -0.35459    0.17892    0.43684   -0.27219    0.13395    0.20895   -0.12424    0.07079    0.22623   -0.05663    0.10455    0.05880   -0.28804    0.17546    0.07639   -0.18362   -0.11420    0.00000   -0.23310   47.05412  539.59875   25.50783  125.78113  -10.36148  -61.62197    0.20274    0.00000    0.19213   -8.42073   18.36476   -1.12915   -3.52839   -6.10828    3.72323
0.04918	    6   -0.02727    1.20503   -0.06328   -0.01291    0.99127   -0.03400   -0.02046    1.03778   -0.29442   -0.01540    1.22628   -0.27733   -0.02426    1.36927   -0.25117   -0.02046    1.03778   -0.29442   -0.01540    1.22628   -0.27733   -0.02426    1.36927   -0.25117   -0.13223    0.99442   -0.22920    0.10314    1.00433   -0.22383   -0.05487    1.01467   -0.04131    0.02596    1.00993   -0.04285   -0.19055    0.96091   -0.14644   -0.17626    0.69497   -0.17026   -0.14232    0.54400   -0.16434   -0.13064    0.28150   -0.09162   -0.09641    0.10872   -0.06307   -0.04156    0.07936    0.00795   -0.08098    0.06395   -0.26474   -0.15573    0.03302   -0.18253    0.16663    0.96012   -0.16945    0.17724    0.67138   -0.32479    0.16833    0.57471   -0.35859    0.17750    0.43499   -0.28062    0.13282    0.19839   -0.14612    0.06902    0.21121   -0.07801    0.10552    0.05832   -0.31916    0.17550    0.06972   -0.21343   -0.10616    0.00000   -0.24141   51.23007  539.52258   -4.19789  130.24519  -18.80409  -57.27530    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.05998	    7   -0.02815    1.20485   -0.06311   -0.01322    0.99142   -0.03358   -0.02064    1.03716   -0.29408   -0.01532    1.22563   -0.27702   -0.02407    1.36879   -0.25115   -0.02064    1.03716   -0.29408   -0.01532    1.22563   -0.27702   -0.02407    1.36879   -0.25115   -0.13288    0.99353   -0.22847    0.10235    1.00395   -0.22337   -0.05522    1.01477   -0.04089    0.02549    1.00995   -0.04235   -0.19106    0.96037   -0.14520   -0.17519    0.69509   -0.16419   -0.14243    0.54387   -0.15429   -0.13002    0.28236   -0.07965   -0.09600    0.10927   -0.05177   -0.04114    0.08043    0.01986   -0.08099    0.06360   -0.25304   -0.15562    0.03292   -0.17059    0.16593    0.96046   -0.16925    0.17575    0.67326   -0.32801    0.16643    0.57632   -0.36163    0.17614    0.43262   -0.28849    0.13206    0.18767   -0.16871    0.06778    0.19592   -0.10025    0.10658    0.05839   -0.35031    0.17575    0.06364   -0.24361   -0.11026    0.00000   -0.24466   37.05384  547.91803    5.33921  134.05559  -17.39624  -60.41256    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.06949	    8   -0.02886    1.20444   -0.06295   -0.01353    0.99129   -0.03319   -0.02082    1.03631   -0.29375   -0.01515    1.22473   -0.27672   -0.02384    1.36802   -0.25114   -0.02082    1.03631   -0.29375   -0.01515    1.22473   -0.27672   -0.02384    1.36802   -0.25114   -0.13292    0.99215   -0.22697    0.10175    1.00326   -0.22294   -0.05553    1.01457   -0.04055    0.02511    1.00976   -0.04192   -0.19187    0.95969   -0.14356   -0.17558    0.69510   -0.15752   -0.14249    0.54387   -0.14430   -0.12953    0.28324   -0.06778   -0.09579    0.10990   -0.04079   -0.04079    0.08128    0.03126   -0.08080    0.06321   -0.24144   -0.15547    0.03283   -0.15878    0.16550    0.96061   -0.16922    0.17418    0.67436   -0.33026    0.16454    0.57712   -0.36365    0.17489    0.42965   -0.29584    0.13165    0.17701   -0.19204    0.06699    0.18057   -0.12341    0.10769    0.05918   -0.38157    0.17627    0.05819   -0.27437   -0.11511    0.00000   -0.20812   41.69166  557.22620    6.74632  115.96767  -10.89822  -64.14295    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.08026	    9   -0.02941    1.20381   -0.06280   -0.01377    0.99093   -0.03287   -0.02102    1.03524   -0.29350   -0.01496    1.22357   -0.27646   -0.02358    1.36698   -0.25118   -0.02102    1.03524   -0.29350   -0.01496    1.22357   -0.27646   -0.02358    1.36698   -0.25118   -0.13375    0.99102   -0.22684    0.10132    1.00235   -0.22259   -0.05582    1.01408   -0.04026    0.02476    1.00932   -0.04152   -0.19231    0.95893   -0.14237   -0.17610    0.69502   -0.15074   -0.14250    0.54389   -0.13448   -0.12903    0.28425   -0.05617   -0.09555    0.11053   -0.02979   -0.04038    0.08227    0.04262   -0.08078    0.06281   -0.22988   -0.15541    0.03273   -0.14702    0.16533    0.96050   -0.16932    0.17262    0.67465   -0.33145    0.16266    0.57709   -0.36463    0.17372    0.42597   -0.30270    0.13151    0.16653   -0.21590    0.06663    0.16542   -0.14733    0.10873    0.06097   -0.41286    0.17710    0.05360   -0.30565   -0.11370    0.00000   -0.21513   58.93269  569.92664  -20.92690  122.60640  -21.29554  -64.80031   -0.26140    0.00000   -1.40632  -26.32552   -9.14680   -0.02059  -12.86334  -10.05351    2.39094
0.09135	   10   -0.02979    1.20294   -0.06273   -0.01400    0.99036   -0.03260   -0.02125    1.03397   -0.29329   -0.01476    1.22221   -0.27628   -0.02329    1.36575   -0.25126   -0.02125    1.03397   -0.29329   -0.01476    1.22221   -0.27628   -0.02329    1.36575   -0.25126   -0.13449    0.98976   -0.22676    0.10100    1.00123   -0.22227   -0.05612    1.01343   -0.04002    0.02448    1.00865   -0.04121   -0.19275    0.95809   -0.14134   -0.17646    0.69468   -0.14432   -0.14265    0.54393   -0.12496   -0.12868    0.28532   -0.04499   -0.09538    0.11126   -0.01887   -0.04013    0.08330    0.05382   -0.08077    0.06248   -0.21839   -0.15533    0.03259   -0.13528    0.16503    0.95998   -0.16909    0.17117    0.67412   -0.33173    0.16083    0.57621   -0.36458    0.17258    0.42165   -0.30918    0.13164    0.15648   -0.24031    0.06663    0.15061   -0.17206    0.10984    0.06390   -0.44395    0.17825    0.05022   -0.33734   -0.11549    0.00000   -0.18298   30.93965  591.09399   -8.73192  108.15952  -29.76243  -68.26322    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
