TimeStamp	FrameNumber	T10.PosX	T10.PosY	T10.PosZ	SACR.PosX	SACR.PosY	SACR.PosZ	NAVE.PosX	NAVE.PosY	NAVE.PosZ	XYPH.PosX	XYPH.PosY	XYPH.PosZ	STRN.PosX	STRN.PosY	STRN.PosZ	NAVE.PosX	NAVE.PosY	NAVE.PosZ	XYPH.PosX	XYPH.PosY	XYPH.PosZ	STRN.PosX	STRN.PosY	STRN.PosZ	LASIS.PosX	LASIS.PosY	LASIS.PosZ	RASIS.PosX	RASIS.PosY	RASIS.PosZ	LPSIS.PosX	LPSIS.PosY	LPSIS.PosZ	RPSIS.PosX	RPSIS.PosY	RPSIS.PosZ	LGTRO.PosX	LGTRO.PosY	LGTRO.PosZ	FLTHI.PosX	FLTHI.PosY	FLTHI.PosZ	LLEK.PosX	LLEK.PosY	LLEK.PosZ	LATI.PosX	LATI.PosY	LATI.PosZ	LLM.PosX	LLM.PosY	LLM.PosZ	LHEE.PosX	LHEE.PosY	LHEE.PosZ	LTOE.PosX	LTOE.PosY	LTOE.PosZ	LMT5.PosX	LMT5.PosY	LMT5.PosZ	RGTRO.PosX	RGTRO.PosY	RGTRO.PosZ	FRTHI.PosX	FRTHI.PosY	FRTHI.PosZ	RLEK.PosX	RLEK.PosY	RLEK.PosZ	RATI.PosX	RATI.PosY	RATI.PosZ	RLM.PosX	RLM.PosY	RLM.PosZ	RHEE.PosX	RHEE.PosY	RHEE.PosZ	RTOE.PosX	RTOE.PosY	RTOE.PosZ	RMT5.PosX	RMT5.PosY	RMT5.PosZ	FP1.CopX	FP1.CopY	FP1.CopZ	FP1.ForX	FP1.ForY	FP1.ForZ	FP1.MomX	FP1.MomY	FP1.MomZ	FP2.CopX	FP2.CopY	FP2.CopZ	FP2.ForX	FP2.ForY	FP2.ForZ	FP2.MomX	FP2.MomY	FP2.MomZ
0.00000	    1   -0.08583    1.19888   -0.07622   -0.07069    0.98523   -0.04278   -0.07066    1.02150   -0.31072   -0.06681    1.21143   -0.29469   -0.07653    1.35555   -0.27710   -0.07066    1.02150   -0.31072   -0.06681    1.21143   -0.29469   -0.07653    1.35555   -0.27710   -0.18407    0.97962   -0.23993    0.05233    0.99323   -0.22872   -0.11238    1.00825   -0.05103   -0.03209    1.00341   -0.04992   -0.24586    0.95018   -0.15513   -0.22647    0.68867   -0.14728   -0.19189    0.53926   -0.12046   -0.17822    0.28037   -0.04459   -0.14112    0.10558   -0.02696   -0.08087    0.07502    0.03830   -0.14102    0.06444   -0.23190   -0.20907    0.03208   -0.14466    0.11379    0.95200   -0.16944    0.13143    0.65344   -0.29880    0.12431    0.55242   -0.32544    0.14148    0.39000   -0.31010    0.11897    0.11624   -0.35191    0.04474    0.08916   -0.29840    0.12761    0.08954   -0.57507    0.18275    0.04540   -0.46846   -0.16770    0.00000   -0.16800   65.92998  708.86340  -42.34628  119.08792  -31.21477 -118.87676    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.00450	    2   -0.08483    1.19768   -0.07601   -0.07003    0.98426   -0.04278   -0.06978    1.02003   -0.31048   -0.06555    1.20989   -0.29450   -0.07502    1.35403   -0.27711   -0.06978    1.02003   -0.31048   -0.06555    1.20989   -0.29450   -0.07502    1.35403   -0.27711   -0.18328    0.97851   -0.23977    0.05323    0.99146   -0.22850   -0.11160    1.00742   -0.05093   -0.03143    1.00220   -0.04981   -0.24529    0.94956   -0.15493   -0.22582    0.68808   -0.14476   -0.19133    0.53911   -0.11591   -0.17783    0.28093   -0.03742   -0.14100    0.10591   -0.01860   -0.08061    0.07530    0.04719   -0.14094    0.06416   -0.22306   -0.20905    0.03199   -0.13578    0.11427    0.94972   -0.16877    0.13075    0.64897   -0.29273    0.12265    0.54798   -0.31888    0.14137    0.38641   -0.31174    0.12256    0.11477   -0.37143    0.04856    0.08543   -0.31847    0.12745    0.09989   -0.59553    0.18415    0.04966   -0.49275   -0.16945    0.00000   -0.17793   61.11246  714.49994  -32.34015  127.12717  -24.18353 -121.07549    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.00933	    3   -0.08368    1.19635   -0.07588   -0.06925    0.98311   -0.04302   -0.06881    1.01857   -0.31044   -0.06416    1.20830   -0.29441   -0.07338    1.35246   -0.27710   -0.06881    1.01857   -0.31044   -0.06416    1.20830   -0.29441   -0.07338    1.35246   -0.27710   -0.18243    0.97736   -0.23981    0.05453    0.98973   -0.22879   -0.11072    1.00637   -0.05105   -0.03070    1.00076   -0.04994   -0.24468    0.94887   -0.15484   -0.22526    0.68751   -0.14224   -0.19079    0.53896   -0.11146   -0.17735    0.28155   -0.03035   -0.14097    0.10635   -0.01036   -0.08057    0.07532    0.05574   -0.14096    0.06393   -0.21435   -0.20901    0.03193   -0.12694    0.11479    0.94730   -0.16819    0.13007    0.64445   -0.28624    0.12089    0.54356   -0.31218    0.14106    0.38368   -0.31322    0.12618    0.11512   -0.38962    0.05344    0.08281   -0.33705    0.12664    0.11163   -0.61428    0.18454    0.05537   -0.51561   -0.17410    0.00000   -0.14877   77.02980  716.36652  -54.07222  106.57348  -25.11896 -124.72144    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.01936	    4   -0.08234    1.19492   -0.07570   -0.06843    0.98165   -0.04346   -0.06777    1.01711   -0.31056   -0.06271    1.20667   -0.29434   -0.07162    1.35080   -0.27708   -0.06777    1.01711   -0.31056   -0.06271    1.20667   -0.29434   -0.07162    1.35080   -0.27708   -0.18154    0.97618   -0.24004    0.05570    0.98785   -0.22909   -0.10973    1.00517   -0.05131   -0.02982    0.99908   -0.05032   -0.24396    0.94817   -0.15499   -0.22475    0.68692   -0.13971   -0.19025    0.53876   -0.10712   -0.17682    0.28216   -0.02338   -0.14099    0.10681   -0.00237   -0.08026    0.07570    0.06456   -0.14097    0.06372   -0.20566   -0.20897    0.03182   -0.11812    0.11535    0.94481   -0.16784    0.12952    0.63997   -0.27962    0.11928    0.53927   -0.30587    0.14079    0.38194   -0.31458    0.12897    0.11680   -0.40589    0.05742    0.08192   -0.35348    0.12494    0.12435   -0.63061    0.18445    0.06264   -0.53623   -0.17054    0.00000   -0.15638   63.01781  723.48273  -45.78589  113.14084  -38.58800 -123.38174    0.15027    0.00000   -1.97570    3.34851   -3.32321  -22.35019   -6.56567    2.71573   -0.49939
0.02933	    5   -0.08083    1.19328   -0.07562   -0.06753    0.98002   -0.04411   -0.06665    1.01569   -0.31084   -0.06113    1.20499   -0.29432   -0.06971    1.34909   -0.27703   -0.06665    1.01569   -0.31084   -0.06113    1.20499   -0.29432   -0.06971    1.34909   -0.27703   -0.18058    0.97493   -0.24042    0.05682    0.98597   -0.22962   -0.10868    1.00379   -0.05173   -0.02890    0.99720   -0.05078   -0.24326    0.94733   -0.15529   -0.22434    0.68631   -0.13728   -0.18982    0.53855   -0.10293   -0.17631    0.28282   -0.01663   -0.14078    0.10731    0.00586   -0.08008    0.07594    0.07313   -0.14095    0.06345   -0.19697   -0.20891    0.03175   -0.10930    0.11593    0.94224   -0.16781    0.12941    0.63544   -0.27322    0.11808    0.53507   -0.30033    0.14053    0.38100   -0.31613    0.13114    0.11959   -0.42013    0.06103    0.08179   -0.36763    0.12214    0.13746   -0.64398    0.18373    0.07118   -0.55412   -0.17198    0.00000   -0.14820   68.30685  718.02863  -53.75953  106.41431  -30.22273 -123.48874    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.03964	    6   -0.07920    1.19148   -0.07571   -0.06652    0.97835   -0.04478   -0.06545    1.01430   -0.31131   -0.05942    1.20331   -0.29429   -0.06764    1.34739   -0.27700   -0.06545    1.01430   -0.31131   -0.05942    1.20331   -0.29429   -0.06764    1.34739   -0.27700   -0.17954    0.97365   -0.24097    0.05786    0.98417   -0.23029   -0.10761    1.00228   -0.05225   -0.02799    0.99529   -0.05125   -0.24251    0.94643   -0.15581   -0.22399    0.68566   -0.13501   -0.18943    0.53829   -0.09902   -0.17566    0.28345   -0.01006   -0.14070    0.10784    0.01392   -0.07999    0.07641    0.08170   -0.14096    0.06317   -0.18832   -0.20893    0.03161   -0.10055    0.11652    0.93965   -0.16807    0.12995    0.63075   -0.26714    0.11799    0.53125   -0.29601    0.14072    0.38069   -0.31766    0.13215    0.12288   -0.43208    0.06399    0.08149   -0.37936    0.11837    0.15040   -0.65431    0.18263    0.08069   -0.56905   -0.17382    0.00000   -0.12746   79.24435  735.36011  -53.13415   93.72929  -24.37612 -127.82091    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.05153	    7   -0.07753    1.18973   -0.07579   -0.06566    0.97688   -0.04545   -0.06418    1.01295   -0.31193   -0.05760    1.20162   -0.29434   -0.06545    1.34573   -0.27694   -0.06418    1.01295   -0.31193   -0.05760    1.20162   -0.29434   -0.06545    1.34573   -0.27694   -0.17844    0.97232   -0.24153    0.05878    0.98243   -0.23100   -0.10656    1.00073   -0.05287   -0.02712    0.99333   -0.05174   -0.24185    0.94541   -0.15640   -0.22370    0.68499   -0.13305   -0.18910    0.53795   -0.09556   -0.17517    0.28405   -0.00383   -0.14070    0.10846    0.02187   -0.07989    0.07703    0.09014   -0.14098    0.06290   -0.17973   -0.20890    0.03150   -0.09181    0.11714    0.93706   -0.16868    0.13167    0.62611   -0.26192    0.11885    0.52785   -0.29311    0.14101    0.37989   -0.31840    0.13179    0.12519   -0.44066    0.06559    0.07987   -0.38871    0.11413    0.16256   -0.66117    0.18118    0.09025   -0.58027   -0.17210    0.00000   -0.13781   70.56390  735.49652  -70.01950  101.35973  -41.09605 -126.57891    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.05912	    8   -0.07585    1.18788   -0.07603   -0.06479    0.97543   -0.04604   -0.06283    1.01163   -0.31256   -0.05563    1.20000   -0.29439   -0.06314    1.34410   -0.27691   -0.06283    1.01163   -0.31256   -0.05563    1.20000   -0.29439   -0.06314    1.34410   -0.27691   -0.17734    0.97099   -0.24219    0.05960    0.98066   -0.23154   -0.10575    0.99923   -0.05349   -0.02622    0.99149   -0.05212   -0.24103    0.94436   -0.15715   -0.22332    0.68430   -0.13141   -0.18884    0.53758   -0.09259   -0.17483    0.28463    0.00196   -0.14072    0.10913    0.02986   -0.07991    0.07773    0.09861   -0.14101    0.06256   -0.17116   -0.20890    0.03137   -0.08304    0.11801    0.93458   -0.16942    0.13429    0.62204   -0.25858    0.11977    0.52484   -0.29162    0.14081    0.37755   -0.31741    0.13090    0.12522   -0.44513    0.06612    0.07473   -0.39740    0.11054    0.17320   -0.66351    0.17963    0.09771   -0.58730   -0.17211    0.00000   -0.11572   65.59180  735.21851  -65.64181   85.08085  -33.85946 -126.54052    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.11584	    9   -0.07422    1.18609   -0.07629   -0.06384    0.97384   -0.04646   -0.06136    1.01029   -0.31323   -0.05357    1.19842   -0.29448   -0.06067    1.34252   -0.27693   -0.06136    1.01029   -0.31323   -0.05357    1.19842   -0.29448   -0.06067    1.34252   -0.27693   -0.17613    0.96960   -0.24288    0.06050    0.97893   -0.23182   -0.10484    0.99763   -0.05417   -0.02528    0.98981   -0.05239   -0.24007    0.94323   -0.15789   -0.22282    0.68364   -0.13014   -0.18854    0.53709   -0.09025   -0.17464    0.28514    0.00735   -0.14082    0.10991    0.03781   -0.07998    0.07863    0.10712   -0.14100    0.06222   -0.16253   -0.20889    0.03123   -0.07429    0.11919    0.93224   -0.17003    0.13639    0.61931   -0.25814    0.12043    0.52268   -0.29157    0.13983    0.37431   -0.31627    0.12974    0.12298   -0.44586    0.06604    0.06914   -0.40035    0.10816    0.18024   -0.66158    0.17785    0.10103   -0.58977   -0.17355    0.00000   -0.11278   66.51165  754.37018  -60.63875   85.08025  -20.83591 -130.91901    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
0.11840	   10   -0.07264    1.18447   -0.07666   -0.06284    0.97215   -0.04690   -0.05974    1.00889   -0.31377   -0.05135    1.19690   -0.29460   -0.05806    1.34101   -0.27703   -0.05974    1.00889   -0.31377   -0.05135    1.19690   -0.29460   -0.05806    1.34101   -0.27703   -0.17467    0.96822   -0.24358    0.06185    0.97725   -0.23186   -0.10390    0.99600   -0.05480   -0.02426    0.98817   -0.05254   -0.23894    0.94220   -0.15879   -0.22219    0.68298   -0.12926   -0.18819    0.53647   -0.08845   -0.17458    0.28562    0.01236   -0.14108    0.11082    0.04575   -0.08019    0.07959    0.11565   -0.14099    0.06187   -0.15390   -0.20899    0.03110   -0.06557    0.12080    0.93031   -0.17030    0.13696    0.61855   -0.26090    0.12066    0.52150   -0.29303    0.13935    0.37145   -0.31599    0.12825    0.11882   -0.44332    0.06486    0.06353   -0.39936    0.10716    0.18154   -0.65712    0.17616    0.09948   -0.58796   -0.17385    0.00000   -0.11383   79.25980  740.53137  -83.15256   84.29188  -38.87089 -128.73888    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000   -0.00000    0.00000    0.00000
